,name,year,genre,country,duration,age_limit,budget,director,rating
763,Славные парни (1990),1990,драма,США,140,16 +,25000000,Мартин Скорсезе,8.7
764,Русалочка (1989),1989,мелодрама,США,83,0 +,40000000,null,7.6
765,Мой сосед Тоторо (1988),1988,аниме,Япония,86,6 +,null,Хаяо Миядзаки,8.1
766,Взвод (1986),1986,драма,США,120,16 +,6000000,Оливер Стоун,8.1
767,Кошмар на улице Вязов (1984),1984,ужасы,США,91,18 +,1800000,Уэс Крэйвен,7.4
768,Любовь и голуби (1984),1984,мелодрама,СССР,107,12 +,null,Владимир Меньшов,7.9
769,Инопланетянин (1982),1982,семейный,США,120,6 +,10500000,Стивен Спилберг,7.9
770,Нечто (1982),1982,триллер,США,109,16 +,15000000,Джон Карпентер,8.2
771,Рокки (1976),1976,драма,США,119,16 +,1100000,Джон Г. Эвилдсен,8.1
772,А зори здесь тихие (1972),1972,драма,СССР,160,12 +,null,Станислав Ростоцкий,8.0
773,Джентльмены удачи (1971),1971,драма,СССР,84,0 +,null,Александр Серый,8.3
774,Офицеры (1971),1971,драма,СССР,91,0 +,null,Владимир Роговой,7.5
775,Бриллиантовая рука (1968),1968,комедия,СССР,94,0 +,null,Леонид Гайдай,8.2
776,Ромео и Джульетта (1968),1968,драма,Италия,138,12 +,null,Франко Дзеффирелли,7.6
777,"Кавказская пленница, или Новые приключения Шурика (1966)",1966,мелодрама,СССР,82,12 +,null,Леонид Гайдай,8.3
778,Операция «Ы» и другие приключения Шурика (1965),1965,комедия,СССР,95,0 +,null,Леонид Гайдай,8.4
779,Постучись в мою Тверь (2025),2025,мелодрама,Россия,91,12 +,null,Симон Багдасарян,5.3
780,Холоп 2 (2024),2024,комедия,Россия,119,12 +,null,Клим Шипенко,5.7
781,Я не киллер (2023),2023,комедия,США,113,18 +,null,Ричард Линклейтер,6.8
782,Не время умирать (2021),2021,триллер,США,163,12 +,null,Кэри Дзедзи Фукунага,7.3
783,Пара из будущего (2021),2021,мелодрама,Россия,104,12 +,null,Алексей Нужный,6.3
784,Родные (2021),2021,драма,Россия,100,12 +,null,Илья Аксенов,6.0
785,Черная Вдова (2021),2021,боевик,США,133,16 +,null,Кейт Шортланд,6.6
786,Калашников (2020),2020,драма,Россия,110,12 +,null,Константин Буслов,6.6
787,Доктор Сон (2019),2019,драма,США,151,18 +,null,Майк Флэнаган,7.3
788,Домовой (2019),2019,комедия,Россия,104,6 +,null,Евгений Бедарев,5.6
789,Ирландец (2019),2019,драма,США,209,18 +,159000000,Мартин Скорсезе,7.8
790,Последнее испытание (2019),2019,драма,Россия,122,16 +,null,Алексей А. Петрухин,4.4
791,Форсаж: Хоббс и Шоу (2019),2019,боевик,США,135,12 +,null,Дэвид Литч,6.5
792,Звезда родилась (2018),2018,драма,США,135,16 +,null,Брэдли Купер,7.6
793,И грянул шторм (2016),2016,драма,США,117,16 +,80000000,Крэйг Гиллеспи,6.7
794,Изгой-Один. Звездные войны: Истории (2016),2016,боевик,США,133,16 +,200000000,Гарет Эдвардс,7.8
795,Тарзан. Легенда (2016),2016,драма,США,110,12 +,180000000,Дэвид Йейтс,6.2
796,Черепашки-ниндзя 2 (2016),2016,комедия,США,112,12 +,135000000,Дэйв Грин,5.9
797,Женщины против мужчин (2015),2015,комедия,Россия,90,18 +,null,Таир Мамедов,2.6
798,Одной левой (2015),2015,комедия,Россия,85,12 +,null,null,4.4
799,В спорте только девушки (2014),2014,комедия,Россия,90,12 +,null,Евгений Невский,4.2
800,Лучшее во мне (2014),2014,драма,США,118,12 +,26000000,Майкл Хоффман,6.7
801,Посвященный (2014),2014,драма,США,97,12 +,50000000,Филлип Нойс,6.4
802,Пряности и страсти (2014),2014,драма,США,122,12 +,22000000,Лассе Халльстрем,7.3
803,"Я, Франкенштейн (2014)",2014,боевик,США,93,12 +,65000000,Стюарт Битти,5.1
804,Два ствола (2013),2013,драма,США,109,16 +,61000000,Бальтасар Кормакур,6.7
805,Джек — покоритель великанов (2013),2013,приключения,США,114,12 +,195000000,Брайан Сингер,6.3
806,Кадры (2013),2013,комедия,США,119,12 +,58000000,Шон Леви,6.3
807,Любовь в большом городе 3 (2013),2013,комедия,Россия,91,12 +,2500000,null,5.0
808,Одноклассники 2 (2013),2013,комедия,США,101,16 +,80000000,Деннис Дуган,5.4
809,Орудия смерти: Город костей (2013),2013,драма,Германия,130,12 +,60000000,Харольд Цварт,5.8
810,Турбо (2013),2013,мультфильмы,США,96,0 +,null,Дэвид Сорен,6.4
811,Мрачные тени (2012),2012,комедия,США,113,16 +,150000000,Тим Бертон,6.2
812,Сейчас самое время (2012),2012,мелодрама,Великобритания,103,16 +,null,Ол Паркер,7.0
813,Боевой конь (2011),2011,драма,США,146,16 +,66000000,Стивен Спилберг,7.2
814,Коломбиана (2011),2011,драма,США,107,18 +,40000000,Оливье Мегатон,6.4
815,Меняющие реальность (2011),2011,мелодрама,США,105,16 +,51000000,Джордж Нолфи,7.0
816,Схватка (2011),2011,драма,США,117,16 +,25000000,Джо Карнахан,6.7
817,Хранитель времени (2011),2011,драма,США,126,12 +,170000000,Мартин Скорсезе,7.5
818,127 часов (2010),2010,драма,США,94,16 +,18000000,Дэнни Бойл,7.5
819,История игрушек: Большой побег (2010),2010,комедия,США,90,6 +,200000000,Ли Анкрич,8.3
820,Шрэк навсегда (2010),2010,комедия,США,93,12 +,165000000,Майк Митчел,6.3
821,Герцогиня (2008),2008,драма,США,105,16 +,null,Сол Дибб,6.9
822,Ип Ман (2008),2008,драма,Гонконг,106,16 +,null,Уилсон Ип,8.0
823,Хроники Нарнии: Принц Каспиан (2008),2008,боевик,США,150,12 +,225000000,Эндрю Адамсон,6.5
824,Хэнкок (2008),2008,драма,США,88,18 +,150000000,Питер Берг,6.4
825,Лабиринт Фавна (2006),2006,драма,США,119,16 +,19000000,Гильермо дель Торо,8.2
826,«V» значит Вендетта (2005),2005,драма,США,132,18 +,54000000,Джеймс МакТиг,8.1
827,Война миров (2005),2005,драма,США,116,16 +,132000000,Стивен Спилберг,6.6
828,Мадагаскар (2005),2005,комедия,США,86,0 +,75000000,null,6.9
829,Правила съема: Метод Хитча (2005),2005,мелодрама,США,117,12 +,70000000,Энди Теннант,6.6
830,72 метра (2004),2004,драма,Россия,115,12 +,1600000,Владимир Хотиненко,6.5
831,Александр (2004),2004,драма,США,175,18 +,155000000,Оливер Стоун,5.6
832,Водитель для Веры (2004),2004,драма,Россия,105,16 +,3300000,Павел Чухрай,7.1
833,Хулиганы (2004),2004,драма,США,109,16 +,null,Лекси Александр,7.4
834,Человек-паук 2 (2004),2004,боевик,США,127,12 +,200000000,Сэм Рэйми,7.5
835,Бумер (2003),2003,драма,Россия,110,18 +,700000,Петр Буслов,7.1
836,Ограбление по-итальянски (2003),2003,триллер,США,111,12 +,60000000,Ф. Гэри Грей,7.0
837,Звонок (2002),2002,триллер,США,115,16 +,48000000,Гор Вербински,7.1
838,Ванильное небо (2001),2001,мелодрама,США,136,16 +,68000000,Кэмерон Кроу,6.9
839,Искусственный разум (2001),2001,драма,США,146,12 +,100000000,Стивен Спилберг,7.2
840,Девять ярдов (2000),2000,драма,США,98,16 +,41300000,Джонатан Линн,6.7
841,Осень в Нью-Йорке (2000),2000,драма,США,103,18 +,65000000,Джоан Чэнь,5.6
842,Угнать за 60 секунд (2000),2000,триллер,США,127,12 +,90000000,Доминик Сена,6.5
843,Жестокие игры (1999),1999,драма,США,97,18 +,10500000,Роджер Камбл,6.8
844,Красота по-американски (1999),1999,драма,США,122,18 +,15000000,Сэм Мендес,8.3
845,Вам письмо (1998),1998,мелодрама,США,119,12 +,65000000,Нора Эфрон,6.7
846,Страна глухих (1998),1998,драма,Россия,105,16 +,null,Валерий Тодоровский,7.4
847,Без лица (1997),1997,триллер,США,138,16 +,80000000,Джон Ву,7.3
848,Принцесса Мононоке (1997),1997,аниме,Япония,134,12 +,null,Хаяо Миядзаки,8.3
849,Маленькие женщины (1994),1994,драма,США,115,12 +,15000000,Джиллиан Армстронг,7.3
850,Скорость (1994),1994,драма,США,116,16 +,30000000,Ян де Бонт,7.3
851,Утомленные солнцем (1994),1994,драма,Россия,151,16 +,2800000,Никита Михалков,7.8
852,Дракула (1992),1992,мелодрама,США,128,12 +,40000000,Френсис Форд Коппола,7.4
853,Бегущий человек (1987),1987,триллер,США,101,16 +,27000000,Пол Майкл Глейзер,6.6
854,Апокалипсис сегодня (1979),1979,драма,США,194,18 +,31500000,Френсис Форд Коппола,8.4
855,Москва слезам не верит (1979),1979,драма,СССР,150,12 +,900000,Владимир Меньшов,8.0
